车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
136318,280TSI 双离合 风尚版 7座 国VI,https://img3.bitautoimg.com/autoalbum/files/20190725/745/20190725171438143895490_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",15.18万,10.63-15.18万,4.55万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,MPV,汽油,4527,1829,1659,2791,1535,7,137,60,205/60 R16,205/60 R16,无备胎,3年或10万公里,,,,,,,,1857,,,,,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,5.9,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,无,无,无,无,有,无,有,无,无,无,无,无,无,无,有,有,无,无,无,无,有,无,无,无,卤素,无,转向辅助灯,有,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,选配,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,无,"上下调节,前后调节",无,无,手动空调,无,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,无,无,有,按比例放倒,有,有,无,无,有,无,无,无,无,无,无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,2月4日,无,无,,无,无,无
136321,280TSI 双离合 舒适版 7座 国VI,https://img4.bitautoimg.com/autoalbum/files/20190930/014/20190930234853485389705_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",16.58万,11.61-16.58万,4.90万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,MPV,汽油,4527,1829,1659,2791,1535,7,137,60,205/60 R16,205/60 R16,无备胎,3年或10万公里,,,,,,,,1857,,,,,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,5.9,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,卤素,无,转向辅助灯,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
126300,280TSI 双离合 舒适版 7座 国V,https://img1.bitautoimg.com/autoalbum/files/20180521/379/20180521174301431122610_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",16.58万,11.61-18.68万,5.94万,3年或10万公里,1.4,涡轮增压,,7,双离合,204,9,10,2017,MPV,汽油,4527,1829,1659,2791,1535,7,137,58,205/60 R16,205/60 R16,无备胎,3年或10万公里,,,,,,,,1857,,,,,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,204,9.3,5.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,卤素,无,转向辅助灯,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,无,无,无,塑料,无,有,塑料,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
130240,280TSI 双离合 拓界版 7座 国V,https://img1.bitautoimg.com/autoalbum/files/20180918/604/201809180552525252497_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",17.78万,12.45-18.18万,6.36万,3年或10万公里,1.4,涡轮增压,,7,双离合,204,3,8,2018,跨界车,汽油,4537,1834,1682,2791,1575,7,137,58,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,204,9.3,6.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
130241,280TSI 双离合 拓界版 6座 国V,https://img2.bitautoimg.com/autoalbum/files/20190709/519/20190709145606566146255_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",17.78万,12.45-18.18万,6.36万,3年或10万公里,1.4,涡轮增压,,7,双离合,204,3,8,2018,跨界车,汽油,4537,1834,1682,2791,1565,6,137,58,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,204,9.3,6.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
136322,280TSI 双离合 拓界版 6座 国VI,https://img2.bitautoimg.com/autoalbum/files/20190808/802/20190808144628462854471_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",17.78万,12.45-17.78万,4.90万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,跨界车,汽油,4537,1834,1682,2791,1565,6,137,60,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,6.1,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
136324,280TSI 双离合 拓界版 7座 国VI,https://img2.bitautoimg.com/autoalbum/files/20190806/468/20190806012926292619496_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",17.78万,12.45-17.78万,4.90万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,跨界车,汽油,4537,1834,1682,2791,1575,7,137,60,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,6.1,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,无,无,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,8,无,无,无
136325,280TSI 双离合 拓界豪华版 7座 国VI,https://img2.bitautoimg.com/autoalbum/files/20191104/434/201911041029_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",19.48万,13.64-19.48万,4.90万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,跨界车,汽油,4537,1834,1682,2791,1575,7,137,60,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,6.1,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,"定速巡航,ACC自适应巡航|0",无,选配,有,有,无,无,有,有,无,无,无,有,有,后方影像,无,有,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,加热,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,"无,Dynaudio|0","7-8,9-12|0",无,无,8,无,无,无
136323,280TSI 双离合 拓界豪华版 6座 国VI,https://img1.bitautoimg.com/autoalbum/files/20190821/292/2019082111520652666377_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|咖啡棕,#5c483d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",19.48万,13.64-19.48万,5.84万,3年或10万公里,1.4,涡轮增压,,7,双离合,190,26,7,2019,跨界车,汽油,4537,1834,1682,2791,1565,6,137,60,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,9.3,6.1,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,"定速巡航,ACC自适应巡航|0",无,选配,有,有,无,无,有,有,无,无,无,有,有,后方影像,无,有,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,加热,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,"无,Dynaudio|0","7-8,9-12|0",无,无,8,无,无,无
130242,280TSI 双离合 拓界豪华版 7座 国V,https://img3.bitautoimg.com/autoalbum/files/20180908/427/2018090800543554357333_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",19.48万,13.64-19.98万,6.99万,3年或10万公里,1.4,涡轮增压,,7,双离合,204,3,8,2018,跨界车,汽油,4537,1834,1682,2791,1575,7,137,58,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,204,9.3,6.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,"定速巡航,ACC自适应巡航|0",无,选配,有,有,无,无,有,有,无,无,无,有,有,后方影像,无,有,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,加热,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,"无,Dynaudio|0","7-8,9-12|0",无,无,8,无,无,无
130243,280TSI 双离合 拓界豪华版 6座 国V,https://img3.bitautoimg.com/autoalbum/files/20181227/984/2018122713263726372032_2.jpg,4726,途安L,途安L,tuanl,2018,在产,在销,,http://baa.bitauto.com/tuanl/,紧凑型MPV,"钢琴黑,#08090b|摩登蓝,#1a507d|魔力灰,#8f9497|星光银,#aab3b5|热力橙,#dd5534|简约白,#ffffff",19.48万,13.64-19.98万,6.99万,3年或10万公里,1.4,涡轮增压,,7,双离合,204,3,8,2018,跨界车,汽油,4537,1834,1682,2791,1565,6,137,58,225/45 R18,225/45 R18,无备胎,3年或10万公里,,,,,,,,1857,,,,143,1395,1.4,110,150,5000,250,1750-3000,直列,4,涡轮增压,直喷,,95号,有,双离合,7,204,9.3,6.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,"定速巡航,ACC自适应巡航|0",无,选配,有,有,无,无,有,有,无,无,无,有,有,后方影像,无,有,氙气,有,"自动开闭,自动转向,转向辅助灯",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,前后调节,加热,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,"无,Dynaudio|0","7-8,9-12|0",无,无,8,无,无,无
141244,3.0TSI 锐享版,https://img2.bitautoimg.com/autoalbum/files/20200507/710/202005071533_2.jpg,2064,途锐,途锐,dazhongturui,2020,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",71.88万,62.00-71.88万,,3年或10万公里,3,涡轮增压,,8,手自一体,250,30,4,2020,SUV,汽油,4878,1984,1686,2899,2170,5,810,90,285/45 R20,285/45 R20,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,2995,3,250,340,5300-6400,450,1340-5300,V型,6,涡轮增压,直喷,,95号,有,手自一体,8,250,5.9,9.5,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,有,有,无,无,有,有,有,无,无,有,有,360度全景摄像,有,有,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,有,有,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,有,无,无,"塑料,皮质,木制,金属",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风",无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife,手机互联",有,有,无,"蓝牙,wifi",USB,无,无,9月12日,无,220V,15,无,有,无
138509,3.0TSI 百万纪念版 国VI,https://img3.bitautoimg.com/autoalbum/files/20191213/4/201912131651_2.jpg,2064,途锐,途锐,dazhongturui,2020,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",75.68万,70.00-75.68万,0.10万,3年或10万公里,3,涡轮增压,,8,手自一体,250,22,11,2019,SUV,汽油,4878,1984,1686,2899,2170,5,810,90,285/40 R21,285/40 R21,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,2995,3,250,340,5300-6400,450,1340-5300,V型,6,涡轮增压,直喷,,95号,有,手自一体,8,250,,9.7,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,有,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,有,无,无,"塑料,皮质",有,有,皮质,有,"电动上下前后调节,记忆",有,有,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风",无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife",有,无,无,蓝牙,USB,无,无,9月12日,无,220V,15,无,有,无
